instance_id	batch_id	cmap_name	INN1	concentration (M)	duration (h)	cell2	array3	perturbation_scan_id	vehicle_scan_id4	scanner	vehicle	vendor	catalog_number	catalog_name
444	59	clofibrate	INN	0.0001	6	MCF7	HG-U133A	EC2004060206AA	CL2004060801AA	HP GeneArray Scanner	ethanol	Calbiochem	231405	clofibrate
445	60	diclofenac	INN	0.00001	6	PC3	HG-U133A	EC2004060209AA	EC2004060208AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	D6899	diclofenac sodium
446	60	15-delta prostaglandin J2		0.00001	6	PC3	HG-U133A	EC2004060210AA	EC2004060208AA	HP GeneArray Scanner	DMSO	Calbiochem	538927	15d-PGJ2
447	60	tretinoin	INN	0.000001	6	PC3	HG-U133A	EC2004060211AA	EC2004060208AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	R2625	retinoic acid
448	60	trichostatin A		0.0000001	6	PC3	HG-U133A	EC2004060212AA	EC2004060208AA	HP GeneArray Scanner	DMSO	Calbiochem	647925	trichostatin A
449	61	monorden		0.0000001	6	PC3	HG-U133A	EC2004060215AA	EC2004060214AA	HP GeneArray Scanner	DMSO	LKT Laboratories	R0212	radicicol
450	61	tanespimycin	INN	0.000001	6	PC3	HG-U133A	EC2004060216AA	EC2004060214AA	HP GeneArray Scanner	DMSO	Tocris	1515	17-AAG
451	61	TTNPB		0.0000001	6	PC3	HG-U133A	EC2004060217AA	EC2004060214AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	T3757	TTNPB
452	61	indometacin	INN	0.0001	6	PC3	HG-U133A	EC2004060218AA	EC2004060214AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	I8280	indomethacin, USP
453	62	indometacin	INN	0.0001	6	MCF7	HG-U133A	EC2004070109AA	EC2004070108AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	I8280	indomethacin, USP
454	62	cobalt chloride		0.0001	6	MCF7	HG-U133A	EC2004070110AA	EC2004070108AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	C8661	cobalt(II) chloride hexahydrate
455	62	prochlorperazine	INN	0.00001	6	MCF7	HG-U133A	EC2004070111AA	EC2004070108AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	P9178	prochlorperazine dimaleate salt
456	62	quinpirole	INN	0.000001	6	MCF7	HG-U133A	EC2004070113AA	EC2004070108AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	Q102	(-)-quinpirole hydrochloride
457	63	tetraethylenepentamine		0.0001	6	PC3	HG-U133A	EC2004070103AA	EC2004070102AA	HP GeneArray Scanner	medium	Sigma-Aldrich	375683	tetraethylenepentamine pentahydrochloride
458	63	valproic acid	INN	0.001	6	PC3	HG-U133A	EC2004070104AA	EC2004070102AA	HP GeneArray Scanner	medium	Sigma-Aldrich	P4543	2-propylpentanoic acid
459	63	copper sulfate		0.0001	6	PC3	HG-U133A	EC2004070105AA	EC2004070102AA	HP GeneArray Scanner	medium	Sigma-Aldrich	203165	copper(II) sulfate pentahydrate
460	63	deferoxamine	INN	0.0001	6	PC3	HG-U133A	EC2004070106AA	EC2004070102AA	HP GeneArray Scanner	medium	Sigma-Aldrich	D-9533	deferoxamine mesylate salt
461	65	LY-294002		0.00001	6	PC3	HG-U133A	CL2004060804AA	CL2004060803AA	HP GeneArray Scanner	DMSO	Calbiochem	440202	LY294002
462	65	troglitazone	INN	0.00001	6	PC3	HG-U133A	CL2004060805AA	CL2004060803AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	T2573	troglitazone
463	65	rofecoxib	INN	0.00001	6	PC3	HG-U133A	CL2004060806AA	CL2004060803AA	HP GeneArray Scanner	DMSO	LKT Laboratories	R5722	rofecoxib
464	65	pirinixic acid	INN	0.0001	6	PC3	HG-U133A	CL2004060807AA	CL2004060803AA	HP GeneArray Scanner	DMSO	Calbiochem	681725	WY-14643
481	66	pirinixic acid	INN	0.0001	6	PC3	HG-U133A	EC2004070115AA	EC2004070114AA	HP GeneArray Scanner	DMSO	Calbiochem	681725	WY-14643
482	66	celecoxib	INN	0.00001	6	PC3	HG-U133A	EC2004070116AA	EC2004070114AA	HP GeneArray Scanner	DMSO	LKT Laboratories	C1644	celecoxib
483	66	imatinib	INN	0.00001	6	PC3	HG-U133A	EC2004070117AA	EC2004070114AA	HP GeneArray Scanner	DMSO	Novartis	Gleevec	Gleevec
484	66	monorden		0.0000001	6	PC3	HG-U133A	EC2004070118AA	EC2004070114AA	HP GeneArray Scanner	DMSO	LKT Laboratories	R0212	radicicol
485	67	deferoxamine	INN	0.0001	6	MCF7	HG-U133A	EC2004070121AA	EC2004070120AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	D-9533	deferoxamine mesylate salt
486	67	calmidazolium		0.000005	6	MCF7	HG-U133A	EC2004070122AA	EC2004070120AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	21265	calmidazolium chloride
487	67	pirinixic acid	INN	0.0001	6	MCF7	HG-U133A	EC2004070123AA	EC2004070120AA	HP GeneArray Scanner	DMSO	Calbiochem	681725	WY-14643
488	67	iloprost	INN	0.000001	6	MCF7	HG-U133A	EC2004070124AA	EC2004070120AA	HP GeneArray Scanner	DMSO	Cayman Chemical	18215	iloprost
489	68	monorden		0.0000001	6	MCF7	HG-U133A	EC2004071403AA	EC2004071402AA	HP GeneArray Scanner	DMSO	LKT Laboratories	R0212	radicicol
490	68	fluphenazine	INN	0.00001	6	MCF7	HG-U133A	EC2004071404AA	EC2004071402AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	F8548	fluphenazine dihydrochloride
491	68	dopamine	INN	0.000001	6	MCF7	HG-U133A	EC2004071405AA	EC2004071402AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	H8502	dopamine hydrochloride
492	68	haloperidol	INN	0.00001	6	MCF7	HG-U133A	EC2004071406AA	EC2004071402AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	H1512	haloperidol
493	69	monorden		0.0000001	6	SKMEL5	HG-U133A	EC2004071409AA	EC2004071408AA	HP GeneArray Scanner	DMSO	LKT Laboratories	R0212	radicicol
494	69	fluphenazine	INN	0.00001	6	SKMEL5	HG-U133A	EC2004071410AA	EC2004071408AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	F8548	fluphenazine dihydrochloride
495	69	pirinixic acid	INN	0.0001	6	SKMEL5	HG-U133A	EC2004071411AA	EC2004071408AA	HP GeneArray Scanner	DMSO	Calbiochem	681725	WY-14643
496	69	iloprost	INN	0.000001	6	SKMEL5	HG-U133A	EC2004071412AA	EC2004071408AA	HP GeneArray Scanner	DMSO	Cayman Chemical	18215	iloprost
497	70	valproic acid	INN	0.001	6	ssMCF7	HG-U133A	EC2004071415AA	EC2004071414AA	HP GeneArray Scanner	medium	Sigma-Aldrich	P4543	2-propylpentanoic acid
498	70	tetraethylenepentamine		0.0001	6	ssMCF7	HG-U133A	EC2004071416AA	EC2004071414AA	HP GeneArray Scanner	medium	Sigma-Aldrich	375683	tetraethylenepentamine pentahydrochloride
499	70	novobiocin	INN	0.0001	6	ssMCF7	HG-U133A	EC2004071417AA	EC2004071414AA	HP GeneArray Scanner	medium	Sigma-Aldrich	N6160	novobiocin sodium, USP
500	70	copper sulfate		0.0001	6	ssMCF7	HG-U133A	EC2004071418AA	EC2004071414AA	HP GeneArray Scanner	medium	Sigma-Aldrich	203165	copper(II) sulfate pentahydrate
501	71	LY-294002		0.00001	6	SKMEL5	HG-U133A	EC2004071421AA	EC2004071420AA	HP GeneArray Scanner	DMSO	Calbiochem	440202	LY294002
502	71	sodium phenylbutyrate		0.0002	6	SKMEL5	HG-U133A	EC2004071422AA	EC2004071420AA	HP GeneArray Scanner	DMSO	Calbiochem	567616	sodium 4-phenylbutyrate
503	71	indometacin	INN	0.0001	6	SKMEL5	HG-U133A	EC2004071423AA	EC2004071420AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	I8280	indomethacin, USP
504	71	troglitazone	INN	0.00001	6	SKMEL5	HG-U133A	EC2004071424AA	EC2004071420AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	T2573	troglitazone
505	73	tanespimycin	INN	0.000001	6	SKMEL5	HG-U133A	EC2004073003AA	EC2004073002AA	HP GeneArray Scanner	DMSO	Tocris	1515	17-AAG
506	73	wortmannin		0.00000001	6	SKMEL5	HG-U133A	EC2004073004AA	EC2004073002AA	HP GeneArray Scanner	DMSO	Calbiochem	681675	wortmannin
507	73	SC-58125		0.00001	6	SKMEL5	HG-U133A	EC2004073005AA	EC2004073002AA	HP GeneArray Scanner	DMSO	Cayman Chemical	70655	SC-58125
508	73	staurosporine		0.00000001	6	SKMEL5	HG-U133A	EC2004073006AA	EC2004073002AA	HP GeneArray Scanner	DMSO	Calbiochem	569397	staurosporine
521	74	tanespimycin	INN	0.000001	6	ssMCF7	HG-U133A	EC2004073009AA	EC2004073008AA	HP GeneArray Scanner	DMSO	Tocris	1515	17-AAG
523	74	fulvestrant	INN	0.000001	6	ssMCF7	HG-U133A	EC2004073011AA	EC2004073008AA	HP GeneArray Scanner	DMSO	Tocris	1047	ICI 182,780
524	74	nordihydroguaiaretic acid		0.000001	6	ssMCF7	HG-U133A	EC2004073012AA	EC2004073008AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	157619	nordihydroguaiaretic acid
541	75	gefitinib	INN	0.00001	6	HL60	HG-U133A	EC2004073015AA	EC2004073014AA	HP GeneArray Scanner	DMSO	AstraZeneca	Iressa	Iressa
542	75	SC-58125		0.00001	6	HL60	HG-U133A	EC2004073016AA	EC2004073014AA	HP GeneArray Scanner	DMSO	Cayman Chemical	70655	SC-58125
543	75	1,5-isoquinolinediol		0.0001	6	HL60	HG-U133A	EC2004073017AA	EC2004073014AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	I138	1,5-Isoquinolinediol
544	75	monorden		0.0000001	6	HL60	HG-U133A	EC2004073018AA	EC2004073014AA	HP GeneArray Scanner	DMSO	LKT Laboratories	R0212	radicicol
564	79	15-delta prostaglandin J2		0.00001	6	SKMEL5	HG-U133A	EC2004111124AA	EC2004111120AA	HP GeneArray Scanner	DMSO	Calbiochem	538927	15d-PGJ2
573	82	deferoxamine	INN	0.0001	12	MCF7	HG-U133A	EC2004081915AA	EC2004081914AA	HP GeneArray Scanner	medium	Sigma-Aldrich	D-9533	deferoxamine mesylate salt
574	82	tetraethylenepentamine		0.0001	12	MCF7	HG-U133A	EC2004081916AA	EC2004081914AA	HP GeneArray Scanner	medium	Sigma-Aldrich	375683	tetraethylenepentamine pentahydrochloride
575	82	copper sulfate		0.0001	12	MCF7	HG-U133A	EC2004081917AA	EC2004081914AA	HP GeneArray Scanner	medium	Sigma-Aldrich	203165	copper(II) sulfate pentahydrate
576	82	novobiocin	INN	0.0001	12	MCF7	HG-U133A	EC2004081918AA	EC2004081914AA	HP GeneArray Scanner	medium	Sigma-Aldrich	N6160	novobiocin sodium, USP
578	86	4,5-dianilinophthalimide		0.00001	6	PC3	HG-U133A	EC2004111116AA	EC2004111114AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	D-210	DAPH
579	86	fisetin		0.00005	6	PC3	HG-U133A	EC2004111117AA	EC2004111114AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	F4043	fisetin
582	87	butein		0.00001	6	PC3	HG-U133A	EC2005020904AA	EC2005020902AA	HP GeneArray Scanner	DMSO	VWR	80050-502	butein
583	87	HNMPA-(AM)3		0.000005	6	PC3	HG-U133A	EC2005020905AA	EC2005020902AA	HP GeneArray Scanner	DMSO	Calbiochem	397100	HNMPA-(AM)3
584	87	dimethyloxalylglycine		0.001	6	PC3	HG-U133A	EC2005020906AA	EC2005020902AA	HP GeneArray Scanner	DMSO	Frontier Scientific	D1070	dimethyloxalylglycine
590	94	3-aminobenzamide		0.01	6	MCF7	HG-U133A	EC2004112404AA	EC2004112402AA	HP GeneArray Scanner	DMSO	Calbiochem	165350	3-aminobenzamide
591	94	bucladesine	INN	0.00002	6	MCF7	HG-U133A	EC2004112405AA	EC2004112402AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	D0627	N6,2'-O-Dibutyryladenosine 3',5'-cyclic monophosphate sodium salt
592	94	probucol	INN	0.00001	6	MCF7	HG-U133A	EC2004112406AA	EC2004112402AA	HP GeneArray Scanner	DMSO	Calbiochem	529618	probucol
593	95	geldanamycin		0.000001	6	MCF7	HG-U133A	EC2004111103AA	EC2004111102AA	HP GeneArray Scanner	DMSO	Calbiochem	345805	geldanamycin
594	95	arachidonyltrifluoromethane		0.00001	6	MCF7	HG-U133A	EC2004111104AA	EC2004111102AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	A231	arachidonyl trifluoromethyl ketone
595	95	resveratrol		0.00005	6	MCF7	HG-U133A	EC2004111105AA	EC2004111102AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	R5010	resveratrol
596	95	monastrol		0.0001	6	MCF7	HG-U133A	EC2004111106AA	EC2004111102AA	HP GeneArray Scanner	DMSO	Tocris	1305	monastrol
601	96	MK-886		0.000001	6	MCF7	HG-U133A	EC2004102603AA	EC2004102602AA	HP GeneArray Scanner	ethanol	Calbiochem	475889	MK-886
602	96	ciclosporin	INN	0.000001	6	MCF7	HG-U133A	EC2004102604AA	EC2004102602AA	HP GeneArray Scanner	ethanol	Calbiochem	239835	cyclosporine A
603	96	nifedipine	INN	0.00001	6	MCF7	HG-U133A	EC2004102605AA	EC2004102602AA	HP GeneArray Scanner	ethanol	Sigma-Aldrich	N7634	nifedipine
604	96	arachidonic acid		0.00001	6	MCF7	HG-U133A	EC2004102606AA	EC2004102602AA	HP GeneArray Scanner	ethanol	Sigma-Aldrich	A8798	arachidonic acid sodium salt
605	98	monastrol		0.00002	6	MCF7	HG-U133A	EC2004111109AA	EC2004111108AA	HP GeneArray Scanner	DMSO	Tocris	1305	monastrol
606	98	thalidomide	INN	0.0001	6	MCF7	HG-U133A	EC2004111110AA	EC2004111108AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	T144	(+/-)-thalidomide
607	98	butein		0.00001	6	MCF7	HG-U133A	EC2004111111AA	EC2004111108AA	HP GeneArray Scanner	DMSO	VWR	80050-502	butein
608	98	NU-1025		0.0001	6	MCF7	HG-U133A	EC2004111112AA	EC2004111108AA	HP GeneArray Scanner	DMSO	Calbiochem	493800	NU1025
609	101	5666823		0.0001	6	MCF7	HG-U133A	EC2004112409AA	EC2004112408AA	HP GeneArray Scanner	DMSO	Chembridge	5666823	5666823
610	101	monastrol		0.0001	6	MCF7	HG-U133A	EC2004112410AA	EC2004112408AA	HP GeneArray Scanner	DMSO	Tocris	1305	monastrol
611	101	geldanamycin		0.000001	6	MCF7	HG-U133A	EC2004112411AA	EC2004112408AA	HP GeneArray Scanner	DMSO	Calbiochem	345805	geldanamycin
612	101	LM-1685		0.00001	6	MCF7	HG-U133A	EC2004112412AA	EC2004112408AA	HP GeneArray Scanner	DMSO	Calbiochem	236011	cox-2 inhibitor I
614	103	monastrol		0.00002	6	MCF7	HG-U133A	EC2004120710AA	EC2004120708AA	HP GeneArray Scanner	DMSO	Tocris	1305	monastrol
621	107	nocodazole	INN	0.000001	6	MCF7	HG-U133A	EC2004121703AA	EC2004121702AA	HP GeneArray Scanner	DMSO	Calbiochem	487928	nocodazole
622	107	resveratrol		0.00005	6	MCF7	HG-U133A	EC2004121704AA	EC2004121702AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	R5010	resveratrol
624	107	4,5-dianilinophthalimide		0.00001	6	MCF7	HG-U133A	EC2004121706AA	EC2004121702AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	D-210	DAPH
627	108	monastrol		0.0001	6	MCF7	HG-U133A	EC2004121711AA	EC2004121708AA	HP GeneArray Scanner	DMSO	Tocris	1305	monastrol
629	109	valproic acid	INN	0.001	6	SKMEL5	HG-U133A	EC2005010703AA	EC2005010702AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	P4543	2-propylpentanoic acid
630	109	colchicine		0.000001	6	SKMEL5	HG-U133A	EC2005010704AA	EC2005010702AA	HP GeneArray Scanner	DMSO	Calbiochem	234115	colchicine
631	109	benserazide	INN	0.00001	6	SKMEL5	HG-U133A	EC2005010705AA	EC2005010702AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	B7283	benserazide hydrochloride
632	109	novobiocin	INN	0.0001	6	SKMEL5	HG-U133A	EC2005010706AA	EC2005010702AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	N6160	novobiocin sodium, USP
638	111	genistein		0.00001	6	MCF7	HG-U133A	EC2005020910AA	EC2005020908AA	HP GeneArray Scanner	DMSO	Calbiochem	345834	genistein
639	111	pentamidine	INN	0.0001	6	MCF7	HG-U133A	EC2005020911AA	EC2005020908AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	P0547	pentamidine isethionate salt
640	111	paclitaxel	INN	0.0000001	6	MCF7	HG-U133A	EC2005020912AA	EC2005020908AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	T-7191	paclitaxel
641	112	benserazide	INN	0.00001	6	MCF7	HG-U133A	EC2005020915AA	EC2005020914AA	HP GeneArray Scanner	medium	Sigma-Aldrich	B7283	benserazide hydrochloride
642	112	tioguanine	INN	0.00001	6	MCF7	HG-U133A	EC2005020916AA	EC2005020914AA	HP GeneArray Scanner	medium	Sigma-Aldrich	A4660	6-thioguanine
643	112	W-13		0.00001	6	MCF7	HG-U133A	EC2005020917AA	EC2005020914AA	HP GeneArray Scanner	medium	Calbiochem	681636	W-13, hydrochloride
644	112	colchicine		0.0000001	6	MCF7	HG-U133A	EC2005020918AA	EC2005020914AA	HP GeneArray Scanner	medium	Calbiochem	234115	colchicine
661	90	splitomicin		0.00002	6	PC3	HG-U133A	EC2005030703AA	EC2005030702AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	S4068	splitomicin
662	90	resveratrol		0.00005	6	PC3	HG-U133A	EC2005030704AA	EC2005030702AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	R5010	resveratrol
663	90	U0125		0.000001	6	PC3	HG-U133A	EC2005030705AA	EC2005030702AA	HP GeneArray Scanner	DMSO	Calbiochem	662008	U0125
664	90	docosahexaenoic acid ethyl ester		0.0001	6	PC3	HG-U133A	EC2005030706AA	EC2005030702AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	D2661	cis-4,7,10,13,16,19-Docosahexaenoic acid ethyl ester
665	116	estradiol	INN	0.00000001	6	PC3	HG-U133A	EC2005030715AA	EC2005030714AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	E1024	estradiol, USP
666	116	butirosin	INN	0.00001	6	PC3	HG-U133A	EC2005030716AA	EC2005030714AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	B9525	butirosin A from Bacillus vitellinus
667	116	mercaptopurine	INN	0.00001	6	PC3	HG-U133A	EC2005030717AA	EC2005030714AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	M7000	6-mercaptopurine monohydrate
668	116	monastrol		0.0001	6	PC3	HG-U133A	EC2005030718AA	EC2005030714AA	HP GeneArray Scanner	DMSO	Tocris	1305	monastrol
681	117	monastrol		0.0001	6	MCF7	HG-U133A	EC2005030721AA	EC2005030720AA	HP GeneArray Scanner	DMSO	Tocris	1305	monastrol
702	110b	alpha-estradiol		0.00000001	6	PC3	HG-U133A	EC2005033010AA	EC2005033008AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	E8750	alpha-estradiol
703	110b	genistein		0.00001	6	PC3	HG-U133A	EC2005033011AA	EC2005033008AA	HP GeneArray Scanner	DMSO	Calbiochem	345834	genistein
704	110b	fulvestrant	INN	0.000001	6	PC3	HG-U133A	EC2005033012AA	EC2005033008AA	HP GeneArray Scanner	DMSO	Tocris	1047	ICI 182,780
762	119	alpha-estradiol		0.00000001	6	MCF7	HG-U133A	EC2005061004AA	EC2005061002AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	E8750	alpha-estradiol
782	120	estradiol	INN	0.00000001	6	HL60	HG-U133A	EC2005081604AA	EC2005081602AA	HP GeneArray Scanner	DMSO	Sigma-Aldrich	E1024	estradiol, USP
783	120	colforsin	INN	0.00005	6	HL60	HG-U133A	EC2005081605AA	EC2005081602AA	HP GeneArray Scanner	DMSO	EMD	344270	forskolin
825	504	rottlerin		0.00001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.H02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Tocris	1610	rottlerin
826	504	prazosin	INN	0.00001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.H03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Sigma-Aldrich	P7791	prazosin hydrochloride
828	504	5252917		0.000014	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.H05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Chembridge	5252917	5252917
831	504	tanespimycin	INN	0.000001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.G03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Tocris	1515	17-AAG
832	504	Y-27632		0.000003	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.G04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	EMD	688000	Y-27632
833	504	5255229		0.000013	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.G05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Chembridge	5255229	5255229
834	504	5211181		0.000012	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.G06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Chembridge	5211181	5211181
835	504	carbamazepine	INN	0.0000001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.F02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Sigma-Aldrich	C4024	carbamazepine
836	504	monorden		0.0000001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.F03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	LKT Laboratories	R0212	radicicol
837	504	blebbistatin		0.000017	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.F04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Tocris	1760	(+/-)-blebbistatin
838	504	5248896		0.000011	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.F05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Chembridge	5248896	5248896
839	504	5224221		0.000012	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.F06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Chembridge	5224221	5224221
841	504	resveratrol		0.00001	6	MCF7	HT_HG-U133A_EA	'5202764005790181113004.E02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Sigma-Aldrich	R 5010	resveratrol
842	504	bucladesine	INN	0.000002	6	MCF7	HT_HG-U133A_EA	'5202764005790181113004.E04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Sigma-Aldrich	D0627	N6,2-O-dibutyryladenosine 3,5-cyclic monophosphate sodium salt
843	504	5279552		0.000022	6	MCF7	HT_HG-U133A_EA	'5202764005790181113004.E05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Chembridge	5279552	5279552
844	504	5253409		0.000017	6	MCF7	HT_HG-U133A_EA	'5202764005790181113004.E06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Chembridge	5253409	5253409
848	504	felodipine	INN	0.00001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.D05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Sigma-Aldrich	F9677	felodipine
849	504	tretinoin	INN	0.000001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.D06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Sigma-Aldrich	R2625	retinoic acid
862	504	5230742		0.000017	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.C04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Chembridge	5230742	5230742
863	504	oxaprozin	INN	0.0003	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.C05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Sigma-Aldrich	O9637	oxaprozin
864	504	geldanamycin		0.000001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.C06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Calbiochem	345805	geldanamycin
865	504	quinostatin		0.00001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.B01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	ChemDiv	C768-0445	C768-0445
866	504	ikarugamycin		0.000002	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.B02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Biomol	EI-313	ikarugamycin
868	504	5182598		0.000025	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.B04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Chembridge	5182598	5182598
869	504	wortmannin		0.000001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.B06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Calbiochem	681675	wortmannin
870	504	pyrvinium		0.00000125	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.A01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	MP Biomedicals	2156475	pyrvinium pamoate
871	504	ionomycin		0.000002	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.A02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Sigma-Aldrich	I0634	ionomycin calcium salt
873	504	trichostatin A		0.000001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.A04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Sigma-Aldrich	T8552	trichostatin A 
874	504	depudecin		0.000001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.A05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Biomol	EI-319	(-)-depudecin
881	505	docosahexaenoic acid ethyl ester		0.0001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.H08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Sigma-Aldrich	D2661	cis-4,7,10,13,16,19-Docosahexaenoic acid ethyl ester
882	505	ionomycin		0.000002	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.H09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Sigma-Aldrich	I0634	ionomycin calcium salt
885	505	5186223		0.000012	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.H12	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Chembridge	5186223	5186223
887	505	celastrol		0.0000025	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.G09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Cayman Chemical	70950	celastrol
889	505	5286656		0.00005	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.G11	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Chembridge	5286656	5286656
890	505	5149715		0.00001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.G12	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Chembridge	5149715	5149715
892	505	5162773		0.000007	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.F08	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Chembridge	5162773	5162773
893	505	pararosaniline		0.00001	6	MCF7	HT_HG-U133A_EA	5202764005790181113004.F09	.H07.G08.E09.D10.B11.A12	Axon ImageXpress	DMSO	Sigma-Aldrich	P7632	pararosaniline base
